94.0,0.25,1.0,0.0,0.7583333
95.0,0.0,0.77,0.0,0.97333336
96.0,0.092,0.809,0.165,0.61333334
97.0,0.1,0.422,0.6816667,0.95666665
98.0,0.082,0.358,0.62,0.95166665
99.0,0.129,0.314,0.235,0.495
100.0,0.143,0.397,0.45,0.705
101.0,0.068,0.319,0.495,0.76666665
102.0,0.234,0.469,0.9066667,1.0
103.0,0.0,0.51,0.5833333,1.0
104.0,0.011,0.45,0.405,1.0
105.0,0.0,0.551,0.35666665,1.0
106.0,0.0,0.455,0.46833333,1.0
107.0,0.0,0.025,0.9116667,1.0
108.0,0.452,1.0,0.51166666,1.0
109.0,0.535,0.992,0.39,1.0
110.0,0.173,0.528,0.445,0.925
111.0,0.255,0.564,0.38,0.9033333
112.0,0.339,0.592,0.11833333,0.90833336
113.0,0.436,0.786,0.225,0.995
114.0,0.295,0.976,0.27,0.615
115.0,0.165,0.762,0.25666666,0.775
116.0,0.271,0.672,0.19,0.7266667
117.0,0.196,0.544,0.0,0.73333335
118.0,0.095,0.525,0.0,0.69166666
119.0,0.181,0.889,0.25,0.89666665
120.0,0.076,0.709,0.0,0.5233333
121.0,0.177,0.754,0.115,0.8333333
122.0,0.226,0.804,0.12166667,0.73833334
123.0,0.34,0.893,0.22833334,0.62166667
124.0,0.487,0.769,0.34333333,0.57666665
125.0,0.364,0.975,0.225,0.88
126.0,0.34,0.873,0.0,0.96666664
127.0,0.513,0.936,0.0,0.8833333
128.0,0.435,0.951,0.0,0.92
129.0,0.363,0.882,0.0,0.945
130.0,0.437,0.859,0.0,0.9266667
131.0,0.286,0.617,0.0,0.6016667
132.0,0.215,0.741,0.0,0.7033333
133.0,0.213,0.772,0.0,0.69666666
134.0,0.448,1.0,0.38333333,0.96666664
135.0,0.588,1.0,0.34833333,0.865
136.0,0.255,1.0,0.10333333,0.65
137.0,0.165,1.0,0.22,0.94
138.0,0.371,1.0,0.04,0.525
139.0,0.0,0.836,0.0,0.8066667
140.0,0.263,0.821,0.19,0.5683333
141.0,0.222,0.862,0.165,0.7133333
142.0,0.077,0.611,0.09833334,0.64
143.0,0.0,0.745,0.315,0.7416667
144.0,0.0,0.89,0.5883333,1.0
145.0,0.0,0.733,0.245,0.625
146.0,0.025,1.0,0.0,0.83666664
147.0,0.0,0.677,0.115,0.855
148.0,0.244,0.826,0.19,0.875
149.0,0.208,1.0,0.13666667,0.69166666
150.0,0.0,1.0,0.0,1.0
151.0,0.13,1.0,0.0,0.88
152.0,0.0,1.0,0.0,0.87
153.0,0.03,1.0,0.0,0.82
154.0,0.061,1.0,0.0033333334,1.0
155.0,0.0,1.0,0.0,0.8516667
156.0,0.374,0.446,0.3,0.43666667
157.0,0.146,0.723,0.07666667,0.70666665
158.0,0.21,0.632,0.0,0.55333334
159.0,0.0,0.793,0.06333333,0.64666665
160.0,0.579,0.828,0.0,0.30166668
161.0,0.04,0.156,0.0,0.105
162.0,0.248,0.569,0.21333334,0.5466667
163.0,0.259,0.758,0.0,0.6
164.0,0.0,0.982,0.0,1.0
165.0,0.358,0.866,0.225,1.0
166.0,0.0,0.681,0.09,0.7
167.0,0.408,0.647,0.17,0.5933333
168.0,0.546,0.882,0.016666668,0.34666666
169.0,0.333,0.635,0.43333334,0.7916667
170.0,0.435,0.673,0.18833333,0.575
171.0,0.385,0.693,0.23333333,0.455
172.0,0.399,0.697,0.27833334,0.44333333
173.0,0.481,0.629,0.11833333,0.46333334
174.0,0.476,0.703,0.0016666667,0.335
175.0,0.316,0.727,0.0,0.44
176.0,0.331,0.742,0.028333334,0.45
177.0,0.363,0.76,0.0,0.2
178.0,0.014,0.4,0.0033333334,0.225
179.0,0.263,0.539,0.0,0.26666668
180.0,0.422,0.876,0.24333334,0.71
181.0,0.065,0.48,0.50333333,0.8433333
182.0,0.273,0.605,0.51,0.83166665
183.0,0.17,0.601,0.27,0.72833335
184.0,0.315,0.718,0.51,0.8666667
185.0,0.703,0.902,0.45,0.655
186.0,0.29,0.486,0.25833333,0.49333334
187.0,0.263,0.516,0.335,0.59833336
188.0,0.436,0.813,0.28333333,0.7183333
189.0,0.463,1.0,0.15666667,0.835
190.0,0.612,1.0,0.235,0.6383333
191.0,0.074,0.552,0.026666667,1.0
192.0,0.483,0.951,0.495,0.785
193.0,0.488,1.0,0.37666667,0.6333333
194.0,0.23,0.829,0.18333334,0.6333333
195.0,0.248,1.0,0.265,0.8833333
196.0,0.0,0.526,0.15,0.6983333
197.0,0.521,0.922,0.24833333,0.725
198.0,0.529,0.939,0.015,0.765
199.0,0.402,0.687,0.0,0.48666668
200.0,0.428,0.764,0.30166668,1.0
201.0,0.001,0.322,0.18666667,0.7683333
202.0,0.146,0.311,0.0,0.05
203.0,0.0,0.406,0.21,0.88
204.0,0.646,1.0,0.10666667,0.8883333
205.0,0.615,1.0,0.16,0.8933333
206.0,0.028,0.609,0.6433333,1.0
207.0,0.0,0.592,0.6333333,1.0
208.0,0.0,0.669,0.63166666,1.0
209.0,0.001,0.66,0.6533333,1.0
210.0,0.023,0.659,0.635,1.0
211.0,0.043,0.631,0.62,1.0
212.0,0.05,0.631,0.625,1.0
213.0,0.076,0.557,0.40833333,1.0
214.0,0.0,0.602,0.5516667,1.0
215.0,0.332,1.0,0.59166664,0.99833333
216.0,0.469,0.859,0.27833334,0.745
217.0,0.306,0.703,0.40333334,1.0
218.0,0.0,0.509,0.5183333,1.0
219.0,0.347,1.0,0.69666666,1.0
220.0,0.16,0.917,0.0,0.82
221.0,0.179,1.0,0.0,0.98333335
222.0,0.0,0.438,0.19,0.7583333
223.0,0.255,0.547,0.39833334,0.795
224.0,0.071,0.37,0.5083333,1.0
225.0,0.0,0.524,0.0,0.8516667
226.0,0.0,0.706,0.48166665,0.9433333
227.0,0.0,0.557,0.26666668,1.0
228.0,0.0,0.489,0.18666667,1.0
229.0,0.0,0.598,0.0,0.92333335
230.0,0.0,0.612,0.0,0.7266667
231.0,0.012,0.533,0.14666666,0.715
232.0,0.111,0.508,0.23166667,0.675
233.0,0.141,0.48,0.41833332,0.855
234.0,0.138,0.564,0.17666666,0.65
235.0,0.21,0.578,0.14666666,0.6116667
236.0,0.161,0.492,0.21166667,0.6566667
237.0,0.299,0.58,0.33333334,1.0
238.0,0.245,0.767,0.28333333,0.8233333
239.0,0.327,0.915,0.275,0.9866667
240.0,0.395,0.941,0.23333333,1.0
241.0,0.282,0.889,0.15666667,1.0
242.0,0.292,0.884,0.14,1.0
243.0,0.5,1.0,0.28666666,1.0
244.0,0.252,0.634,0.35,0.82666665
245.0,0.339,0.687,0.39333335,0.83666664
246.0,0.334,0.72,0.37833333,0.84
247.0,0.014,0.74,0.57666665,1.0
248.0,0.107,0.598,0.24333334,0.85
249.0,0.987,1.0,0.45833334,0.65833336
250.0,0.178,0.384,0.07333333,0.61833334
251.0,0.046,0.315,0.0,0.58666664
252.0,0.118,0.525,0.0,0.665
253.0,0.109,0.596,0.0,0.76666665
254.0,0.184,0.401,0.0,0.59166664
255.0,0.335,0.504,0.09,0.6066667
256.0,0.307,0.474,0.19666667,0.5933333
257.0,0.334,0.935,0.205,0.72333336
258.0,0.194,0.868,0.3,0.80833334
259.0,0.144,1.0,0.31,0.84
260.0,0.0,0.536,0.20166667,0.76
261.0,0.178,0.586,0.021666666,0.73833334
262.0,0.072,0.715,0.17333333,0.95666665
263.0,0.451,1.0,0.16166666,0.73333335
264.0,0.394,0.864,0.09833334,0.66833335
265.0,0.375,0.678,0.27666667,0.89
266.0,0.373,0.963,0.14333333,1.0
267.0,0.391,0.866,0.125,0.93833333
268.0,0.174,0.909,0.27,1.0
269.0,0.205,0.953,0.055,0.96166664
270.0,0.36,0.909,0.13333334,1.0
271.0,0.353,0.73,0.17166667,0.985
272.0,0.402,0.779,0.42,1.0
273.0,0.345,0.723,0.255,0.95166665
274.0,0.29,0.738,0.33,0.8933333
275.0,0.039,0.431,0.37666667,0.83166665
276.0,0.645,0.857,0.415,0.64
277.0,0.498,0.653,0.36833334,0.66833335
278.0,0.0,0.222,0.265,0.5933333
279.0,0.193,0.45,0.46,0.77166665
280.0,0.0,0.032,0.375,0.46833333
281.0,0.169,0.422,0.28666666,0.655
282.0,0.369,0.551,0.5133333,0.74333334
283.0,0.28,0.781,0.16833334,0.7316667
284.0,0.378,0.7,0.23833333,1.0
285.0,0.289,0.951,0.021666666,0.69
286.0,0.279,0.721,0.20166667,0.8566667
287.0,0.424,0.958,0.053333335,0.81333333
288.0,0.271,0.753,0.035,0.9316667
289.0,0.293,0.725,0.40333334,0.9916667
290.0,0.311,0.98,0.26833335,1.0
291.0,0.179,1.0,0.22166666,1.0
292.0,0.148,1.0,0.275,1.0
293.0,0.038,1.0,0.25833333,1.0
294.0,0.263,1.0,0.0,0.7266667
295.0,0.0,1.0,0.0,1.0
296.0,0.0,1.0,0.17,1.0
297.0,0.432,0.745,0.525,1.0
298.0,0.451,0.943,0.7783333,1.0
299.0,0.784,1.0,0.86333334,1.0
300.0,0.515,0.649,0.35833332,0.9433333
301.0,0.093,0.678,0.16166666,0.89166665
302.0,0.093,0.885,0.47166666,1.0
303.0,0.273,0.703,0.42166665,0.78833336
304.0,0.301,0.777,0.08166666,1.0
305.0,0.35,0.718,0.205,0.62833333
306.0,0.057,0.489,0.48833334,0.91333336
307.0,0.399,0.869,0.44333333,0.83166665
308.0,0.624,1.0,0.265,0.58166665
309.0,0.898,1.0,0.495,0.73
310.0,0.117,0.556,0.6066667,1.0
311.0,0.0,0.63,0.0033333334,1.0
312.0,0.002,1.0,0.07333333,1.0
313.0,0.0,1.0,0.0,1.0
314.0,0.088,0.582,0.69666666,1.0
315.0,0.0,0.717,0.23833333,1.0
316.0,0.073,0.817,0.18833333,1.0
317.0,0.0,0.584,0.0,0.75166667
318.0,0.598,0.893,0.34833333,0.925
319.0,0.421,0.872,0.25666666,0.965
320.0,0.465,0.884,0.335,1.0
321.0,0.468,0.933,0.27,0.99833333
322.0,0.531,1.0,0.28666666,0.965
323.0,0.239,0.981,0.34166667,1.0
324.0,0.524,0.868,0.40833333,1.0
325.0,0.07,0.688,0.0,1.0
326.0,0.005,0.562,0.07333333,0.92833334
327.0,0.026,0.83,0.09833334,1.0
328.0,0.0,0.779,0.036666665,1.0
329.0,0.0,0.604,0.0,0.575
330.0,0.165,0.739,0.18166667,1.0
331.0,0.967,1.0,0.365,0.47833332
332.0,0.399,1.0,0.33333334,1.0
333.0,0.54,1.0,0.12166667,0.56666666
334.0,0.48,0.972,0.28666666,0.78833336
335.0,0.333,0.704,0.13666667,0.715
336.0,0.424,0.757,0.19833334,0.455
337.0,0.276,0.661,0.235,0.515
338.0,0.267,0.613,0.46166667,0.8183333
339.0,0.262,0.611,0.38833332,0.79
340.0,0.322,0.675,0.43,0.78
341.0,0.428,0.563,0.31,0.795
342.0,0.0,0.119,0.46333334,0.76666665
343.0,0.0,0.684,0.6566667,0.95
344.0,0.292,0.542,0.48166665,0.6983333
345.0,0.126,0.425,0.61,0.8066667
346.0,0.0,0.181,0.39833334,1.0
347.0,0.0,0.442,0.485,1.0
348.0,0.0,0.164,0.68666667,1.0
349.0,0.254,0.544,0.665,0.83
350.0,0.367,0.6,0.70666665,0.83166665
351.0,0.0,0.269,0.56,0.985
352.0,0.09,0.389,0.65,1.0
353.0,0.163,0.37,0.46666667,1.0
354.0,0.0,0.256,0.58,1.0
355.0,0.332,0.526,0.33,0.635
356.0,0.695,0.81,0.475,0.6383333
357.0,0.768,0.914,0.4,0.605
358.0,0.567,0.818,0.33333334,0.675
359.0,0.319,1.0,0.20833333,1.0
360.0,0.305,1.0,0.05666667,1.0
361.0,0.174,0.741,0.068333335,0.91333336
362.0,0.459,0.788,0.11666667,0.59166664
363.0,0.261,0.477,0.23833333,0.55833334
364.0,0.372,0.522,0.21166667,0.505
365.0,0.534,0.978,0.0,1.0
366.0,0.801,1.0,0.0,1.0
367.0,0.877,1.0,0.235,1.0
368.0,0.816,1.0,0.12833333,1.0
369.0,0.428,0.76,0.17,1.0
370.0,0.526,0.82,0.32166666,1.0
371.0,0.088,0.75,0.065,0.7683333
372.0,0.044,0.48,0.29,0.7216667
373.0,0.0,0.28,0.26,0.80833334
374.0,0.0,0.615,0.35333332,0.89
375.0,0.0,0.663,0.27333334,0.815
376.0,0.0,0.589,0.45833334,1.0
377.0,0.0,0.501,0.28833333,0.7816667
378.0,0.0,0.192,0.11,0.7916667
379.0,0.0,0.314,0.36166668,1.0
380.0,0.05,0.578,0.22666667,1.0
381.0,0.25,0.849,0.17666666,1.0
382.0,0.0,0.231,0.32666665,0.625
383.0,0.0,0.491,0.20166667,0.70166665
384.0,0.0,0.243,0.18333334,0.535
385.0,0.0,0.195,0.34166667,0.6016667
386.0,0.0,0.241,0.175,0.49666667
387.0,0.0,0.232,0.325,0.61
388.0,0.3,0.58,0.07666667,0.41166666
389.0,0.303,0.614,0.10666667,0.44833332
390.0,0.451,0.745,0.19166666,0.5283333
391.0,0.643,0.834,0.22666667,0.5233333
392.0,0.393,0.685,0.0,0.28833333
393.0,0.584,0.908,0.051666666,0.38666666
394.0,0.635,0.959,0.0,0.27333334
395.0,0.152,0.745,0.45,0.8433333
396.0,0.436,1.0,0.40166667,0.80833334
397.0,0.603,1.0,0.16,0.67833334
398.0,0.105,0.585,0.25833333,0.6816667
399.0,0.0,0.475,0.34,0.7783333
400.0,0.288,0.626,0.37833333,0.735
401.0,0.416,0.57,0.30333334,0.62666667
402.0,0.504,0.654,0.21833333,0.5283333
403.0,0.32,0.494,0.31833333,0.53333336
404.0,0.0,0.288,0.0,0.49
405.0,0.606,0.794,0.21666667,0.62666667
406.0,0.716,0.917,0.2,0.49333334
407.0,0.423,0.55,0.49833333,0.64
408.0,0.472,0.528,0.47333333,0.6616667
409.0,0.49,0.538,0.46166667,0.64
410.0,0.353,0.525,0.46666667,0.76166666
411.0,0.0,0.657,0.105,1.0
412.0,0.518,0.628,0.46,1.0
413.0,0.572,0.89,0.5966667,1.0
414.0,0.378,0.501,0.52,0.73833334
415.0,0.2,0.352,0.41333333,1.0
416.0,0.437,1.0,0.48,1.0
417.0,0.333,0.722,0.45666668,1.0
418.0,0.356,0.402,0.46333334,0.59
419.0,0.154,0.216,0.27166668,0.43
420.0,0.127,1.0,0.51166666,1.0
421.0,0.0,0.864,0.06333333,0.9433333
422.0,0.147,0.75,0.0,0.745
423.0,0.103,0.675,0.08166666,0.8616667
424.0,0.149,0.713,0.046666667,0.83
425.0,0.191,0.745,0.025,0.69666666
426.0,0.118,0.717,0.08166666,0.845
427.0,0.427,0.701,0.0,0.63
428.0,0.337,0.651,0.10666667,0.7366667
429.0,0.298,0.745,0.11833333,0.7783333
430.0,0.393,0.796,0.093333334,0.715
431.0,0.22,0.691,0.14166667,0.8
432.0,0.253,0.638,0.0,0.7
433.0,0.371,0.729,0.0,0.66333336
434.0,0.014,0.209,0.18166667,0.8
435.0,0.438,0.977,0.39333335,0.93
436.0,0.304,0.875,0.25833333,0.6616667
437.0,0.061,0.639,0.0,0.39
438.0,0.48,0.86,0.40333334,0.95
439.0,0.265,0.702,0.13666667,0.7783333
440.0,0.262,0.807,0.26666668,0.9116667
441.0,0.332,0.433,0.385,0.50333333
442.0,0.39,0.488,0.56166667,0.71666664
443.0,0.0,0.013,0.38,0.46166667
444.0,0.259,0.664,0.565,1.0
445.0,0.178,0.498,0.33833334,0.81666666
446.0,0.422,0.655,0.5183333,0.915
447.0,0.377,0.617,0.38666666,0.88166666
448.0,0.433,0.635,0.40166667,0.70166665
449.0,0.488,0.829,0.42333335,0.97833335
450.0,0.604,0.991,0.535,0.9866667
451.0,0.001,0.212,0.365,0.99666667
452.0,0.184,0.59,0.29333332,0.73833334
453.0,0.211,0.662,0.29833335,0.75166667
454.0,0.174,0.384,0.5,1.0
455.0,0.158,0.441,0.47333333,0.74833333
456.0,0.468,0.782,0.35166666,0.8016667
457.0,0.127,0.261,0.36,0.62666667
458.0,0.535,0.686,0.37333333,0.66333336
459.0,0.576,0.669,0.39166668,0.48833334
460.0,0.256,0.533,0.63166666,1.0
461.0,0.009,0.466,0.7316667,1.0
462.0,0.803,1.0,0.51166666,0.76
463.0,0.634,0.821,0.305,0.555
464.0,0.334,0.452,0.38333333,0.8066667
465.0,0.329,0.575,0.47333333,0.79333335
466.0,0.319,0.544,0.51666665,0.8616667
467.0,0.309,0.554,0.71,1.0
468.0,0.322,0.699,0.6016667,0.97333336
469.0,0.379,0.49,0.33666667,0.555
470.0,0.469,0.639,0.25333333,0.5566667
471.0,0.412,0.752,0.18666667,0.39333335
472.0,0.345,0.646,0.50333333,0.7733333
473.0,0.485,0.772,0.6166667,0.95166665
474.0,0.602,0.857,0.7266667,1.0
475.0,0.529,0.812,0.62333333,1.0
476.0,0.591,1.0,0.56,1.0
477.0,0.04,1.0,0.0,1.0
478.0,0.226,0.977,0.36833334,1.0
479.0,0.244,0.806,0.335,0.9266667
480.0,0.07,0.623,0.061666667,0.7783333
481.0,0.354,0.708,0.21166667,0.78833336
482.0,0.001,0.032,0.91,1.0
483.0,0.366,0.769,0.37166667,1.0
484.0,0.237,0.585,0.23666666,0.77
485.0,0.197,0.504,0.0,0.56166667
486.0,0.243,0.539,0.0,0.685
487.0,0.229,0.595,0.0,0.57
488.0,0.438,0.59,0.14333333,0.55
489.0,0.326,0.574,0.39833334,0.85833335
490.0,0.454,0.669,0.32333332,0.575
491.0,0.454,0.669,0.36833334,0.685
492.0,0.406,0.645,0.26,0.715
493.0,0.296,0.66,0.25833333,0.6383333
494.0,0.524,0.99,0.25333333,1.0
495.0,0.546,0.989,0.19666667,1.0
496.0,0.47,0.989,0.21666667,1.0
497.0,0.179,0.988,0.01,1.0
498.0,0.035,0.989,0.11333334,1.0
499.0,0.041,0.987,0.17,1.0
500.0,0.198,0.99,0.028333334,1.0
501.0,0.119,0.988,0.055,1.0
502.0,0.293,0.993,0.43333334,1.0
503.0,0.037,0.991,0.0,1.0
504.0,0.673,0.841,0.83166665,1.0
505.0,0.34,0.6,0.80833334,1.0
506.0,0.305,0.59,0.49333334,0.87166667
507.0,0.25,0.463,0.40333334,1.0
508.0,0.464,0.715,0.43666667,0.92833334
509.0,0.622,0.813,0.6166667,0.89
510.0,0.151,0.593,0.04,1.0
511.0,0.0,0.558,0.48166665,1.0
512.0,0.356,0.611,0.6,0.8666667
513.0,0.484,0.656,0.36833334,0.8283333
514.0,0.363,0.592,0.5516667,0.86
515.0,0.46,0.824,0.43,0.62166667
516.0,0.369,0.823,0.47833332,0.74
517.0,0.392,0.504,0.83,1.0
518.0,0.521,0.638,0.42666668,0.75666666
519.0,0.543,0.774,0.47666666,0.7783333
520.0,0.577,0.841,0.42,0.7733333
521.0,0.324,0.48,0.40333334,0.705
522.0,0.287,0.44,0.32166666,0.58666664
523.0,0.518,0.664,0.275,0.62333333
524.0,0.439,0.55,0.37166667,0.69
525.0,0.235,0.423,0.35,0.63166666
526.0,0.396,0.578,0.35666665,0.6
527.0,0.45,0.563,0.36666667,0.62333333
528.0,0.573,0.755,0.38166666,0.75166667
529.0,0.638,0.748,0.5883333,0.75
530.0,0.558,0.745,0.6566667,0.81666666
531.0,0.863,1.0,0.5283333,0.77666664
532.0,0.617,0.885,0.6816667,0.89666665
533.0,0.387,0.489,0.5833333,0.7133333
534.0,0.275,0.551,0.0,0.70666665
535.0,0.29,1.0,0.21166667,0.755
536.0,0.498,0.704,0.28666666,0.47166666
537.0,0.355,0.616,0.27666667,0.49333334
538.0,0.645,0.743,0.32333332,0.43833333
539.0,0.505,0.577,0.37,0.425
540.0,0.844,1.0,0.51,0.70166665
541.0,0.595,0.859,0.4,0.71166664
542.0,0.634,1.0,0.525,0.87
543.0,0.616,1.0,0.026666667,0.63666666
544.0,0.639,1.0,0.18166667,0.9866667
545.0,0.105,1.0,0.48666668,1.0
546.0,0.0,1.0,0.31333333,0.9033333
547.0,0.175,1.0,0.065,0.8566667
548.0,0.191,1.0,0.16,0.87166667
549.0,0.199,1.0,0.36,0.915
550.0,0.0,0.053,0.13833334,0.46833333
551.0,0.291,0.461,0.32,0.6933333
552.0,0.14,0.41,0.51,0.885
553.0,0.223,0.415,0.37333333,0.7966667
554.0,0.311,0.566,0.42833334,0.7366667
555.0,0.292,0.544,0.315,0.8016667
556.0,0.294,0.533,0.34166667,0.74833333
557.0,0.395,0.711,0.44833332,0.865
558.0,0.346,0.66,0.485,0.89166665
559.0,0.275,0.612,0.405,0.79833335
560.0,0.187,0.588,0.33833334,0.9683333
561.0,0.526,0.718,0.24833333,0.7633333
562.0,0.378,0.676,0.34166667,1.0
563.0,0.396,0.643,0.47833332,0.84833336
564.0,0.421,0.555,0.42666668,0.60333335
565.0,0.601,0.704,0.37833333,0.48833334
566.0,0.686,0.747,0.29666665,0.40333334
567.0,0.519,0.594,0.385,0.52166665
568.0,0.525,0.951,0.37166667,0.7583333
569.0,0.332,0.432,0.19833334,0.47166666
570.0,0.369,0.525,0.28666666,0.49666667
571.0,0.343,0.848,0.08,0.915
572.0,0.273,0.798,0.07666667,0.92
573.0,0.324,0.792,0.083333336,0.925
574.0,0.292,0.761,0.10333333,0.9216667
575.0,0.218,0.723,0.093333334,0.92333335
576.0,0.017,1.0,0.085,0.925
577.0,0.228,0.791,0.0,1.0
578.0,0.0,0.848,0.26833335,1.0
579.0,0.046,0.704,0.0,1.0
580.0,0.218,1.0,0.38166666,1.0
581.0,0.466,0.628,0.05,0.91833335
582.0,0.22,0.501,0.57,1.0
583.0,0.207,0.416,0.13333334,1.0
584.0,0.337,0.566,0.24833333,1.0
585.0,0.638,0.719,0.07666667,0.23833333
586.0,0.596,1.0,0.32833335,1.0
587.0,0.449,1.0,0.0,0.8433333
588.0,0.18,1.0,0.195,1.0
589.0,0.601,1.0,0.93,1.0
590.0,0.298,0.476,0.35,1.0
591.0,0.23,0.493,0.31666666,0.7133333
592.0,0.273,0.769,0.30666667,1.0
593.0,0.35,0.431,0.24333334,0.535
594.0,0.586,1.0,0.13333334,1.0
595.0,0.275,1.0,0.0,1.0
596.0,0.087,1.0,0.13,1.0
597.0,0.59,1.0,0.16166666,1.0
598.0,0.548,1.0,0.0,1.0
599.0,0.066,0.64,0.0,1.0
600.0,0.001,1.0,0.30333334,1.0
601.0,0.0,0.871,0.18833333,1.0
602.0,0.0,0.658,0.20333333,0.86333334
603.0,0.244,0.786,0.8016667,1.0
604.0,0.0,0.942,0.15166667,0.99333334
605.0,0.002,0.405,0.0,0.47833332
606.0,0.0,0.643,0.053333335,0.87166667
607.0,0.0,0.922,0.041666668,1.0
608.0,0.202,0.916,0.30166668,0.94
609.0,0.302,1.0,0.058333334,1.0
610.0,0.137,1.0,0.24166666,1.0
611.0,0.249,1.0,0.021666666,1.0
612.0,0.248,0.93,0.1,0.965
613.0,0.223,1.0,0.12666667,0.7816667
614.0,0.271,1.0,0.0,1.0
615.0,0.545,0.901,0.75666666,1.0
616.0,0.0,1.0,0.0,1.0
617.0,0.158,0.459,0.645,0.96166664
618.0,0.02,0.121,0.31333333,0.665
619.0,0.001,0.157,0.028333334,1.0
620.0,0.386,0.881,0.07,1.0
621.0,0.287,0.728,0.32333332,0.8016667
622.0,0.252,0.625,0.21166667,0.72
623.0,0.218,0.632,0.023333333,0.45833334
624.0,0.191,0.663,0.10333333,0.72833335
625.0,0.0,1.0,0.0,0.97833335
626.0,0.0,0.234,0.18,0.65833336
627.0,0.0,0.441,0.0,1.0
628.0,0.0,0.68,0.32166666,1.0
629.0,0.0,0.611,0.19666667,1.0
630.0,0.0,0.302,0.0,0.35
631.0,0.0,0.489,0.0,0.665
